0.401,27.78
0.4068,28.6
0.4093,29.67
0.4118,31.26
0.416,32.09
0.4201,32.87
0.4226,33.88
0.4259,34.63
0.4276,35.48
0.4309,36.46
0.4351,37.79
0.4409,38.38
0.4434,38.9
0.4467,39.42
0.45,39.95
0.4533,40.4
0.4607,40.73
0.4632,40.76
0.4656,41.02
0.4714,41.18
0.4772,40.99
0.4804,40.6
0.487,40.11
0.4919,39.72
0.4944,39.26
0.5001,38.93
0.5042,38.67
0.5091,38.28
0.5132,37.89
0.5181,37.43
0.5222,37.14
0.5263,36.75
0.5313,36.33
0.5386,35.9
0.5419,35.45
0.5485,35.02
0.5616,34.27
0.5764,34.24
0.5871,34.14
0.5912,33.72
0.5994,33.23
0.6093,32.77
0.615,32.41
0.6207,32.02
0.6273,31.73
0.6322,31.47
0.638,31.17
0.6454,30.82
0.6528,30.52
0.6577,30.13
0.6651,29.77
0.6733,29.32
0.6774,29.12
0.6823,28.73
0.6889,28.34
0.6963,28.08
0.7004,27.62
0.7069,27.29
0.7135,26.93
0.7184,26.77
0.7217,26.58
0.7291,26.25
0.7381,25.92
0.7422,25.7
0.7488,25.37
0.7529,25.14
0.7562,24.82
0.7627,24.52
0.7677,24.26
0.7734,23.9
0.7792,23.64
0.7849,23.25
0.7931,22.96
0.7997,22.5
0.8062,22.17
0.8128,21.88
0.8202,21.59
0.8268,21.23
0.8333,20.74
0.8407,20.41
0.8489,20.09
0.8555,19.79
0.8612,19.4
0.8727,19.08
0.8785,18.88
0.8859,18.59
0.8941,18.39
0.9023,18.13
0.913,17.84
0.9245,17.54